Date,City,Rep,Store,Prod,Cost,Sale
12/17/2005,Dammam,Ghalia,Carrefour,Food,1382.0286,3214.02
10/15/2004,Dammam,Mjeed,Carrefour,Office,56.5725,75.43
12/4/2004,Abha,Mjeed,Lulu,Office,4262.5165,7750.03
5/5/2006,Hail,Maliha,Carrefour,Office,1974.5041,4591.87
10/3/2004,Jeddah,Abdul,Lulu,Food,2067.7635,5588.55
8/30/2004,Dammam,Yahia,Othaim,Home,744.8433,2013.09
2/20/2005,Riyadh,Mjeed,Othaim,Toys,3261.6914,3488.44
7/29/2004,Jeddah,Mjeed,Othaim,Toys,4675.3355,8500.61
2/6/2006,Riyadh,Ghalia,Panda,Office,3138.5098,7298.86
8/15/2005,Riyadh,Abdul,Lulu,Toys,3647.28,4863.04
9/23/2004,Hail,Yahia,Othaim,Office,1657.1992,2857.24
6/18/2005,Dammam,Abdul,Carrefour,Home,4302.009,9560.02
1/17/2006,Dammam,Ghalia,Panda,Office,746.9715,798.9
11/7/2004,Riyadh,Abdul,Othaim,Office,2972.2392,4370.94
6/28/2004,Dammam,Abdul,Carrefour,Home,844.6229,903.34
4/10/2006,Abha,Mjeed,Carrefour,Office,2373.2788,4091.86
6/1/2005,Dammam,Maliha,Panda,Office,8346.0905,8926.3
5/2/2005,Riyadh,Mjeed,Othaim,Toys,1178.4981,3185.13
9/20/2004,Abha,Yahia,Othaim,Toys,2081.2875,2775.05
2/7/2006,Dammam,Yahia,Lulu,Food,4087.695,7047.75
12/17/2005,Jeddah,Mjeed,Panda,Office,3549.915,7888.7
1/12/2005,Riyadh,Maliha,Panda,Toys,2647.8405,5884.09
8/8/2005,Riyadh,Maliha,Carrefour,Office,2237.4629,3792.31
11/30/2004,Jubail,Mjeed,Carrefour,Toys,6499.43745,6951.27
1/5/2005,Abha,Maliha,Carrefour,Home,218.9583,234.18
10/28/2004,Riyadh,Maliha,Carrefour,Office,748.323,1662.94
3/10/2005,Hail,Mjeed,Othaim,Home,113.475,151.3
2/7/2005,Jeddah,Ghalia,Carrefour,Office,1000.8944,2705.12
5/3/2006,Dammam,Ghalia,Panda,Food,3843.0653,6513.67
8/28/2005,Abha,Ghalia,Panda,Home,489.078,1086.84
12/17/2004,Dammam,Maliha,Othaim,Home,3075.82,5592.4
11/24/2005,Jeddah,Abdul,Carrefour,Office,3269.8447,7604.29
5/27/2006,Dammam,Ghalia,Lulu,Office,87.246,193.88
3/23/2006,Riyadh,Ghalia,Panda,Office,1050.7852,2839.96
10/9/2004,Jubail,Mjeed,Carrefour,Toys,5385.81,7181.08
12/25/2004,Jubail,Mjeed,Lulu,Toys,2636.7345,5859.41
12/23/2004,Hail,Ghalia,Carrefour,Food,4064.72,7390.4
2/20/2006,Hail,Yahia,Panda,Home,1003.5074,1700.86
5/29/2006,Jubail,Yahia,Carrefour,Office,305.0157,326.22
12/31/2004,Riyadh,Yahia,Lulu,Home,5394.145,9300.25
2/14/2005,Abha,Mjeed,Panda,Toys,8318.6202,8896.92
12/1/2005,Abha,Maliha,Carrefour,Food,5728.7472,6509.94
12/19/2005,Abha,Maliha,Carrefour,Office,1619.3485,2944.27
5/20/2005,Jeddah,Yahia,Panda,Home,3266.3488,3711.76
1/12/2005,Jubail,Yahia,Lulu,Office,2118.4757,5725.61
7/12/2005,Abha,Maliha,Carrefour,Home,3653.8684,9875.32
3/26/2006,Dammam,Maliha,Lulu,Home,2675.9325,3567.91
7/1/2005,Riyadh,Mjeed,Lulu,Food,7429.1272,8442.19
10/7/2004,Abha,Ghalia,Lulu,Food,4572.0066,7882.77
8/30/2005,Hail,Abdul,Othaim,Home,1506.7028,3503.96
10/20/2004,Riyadh,Mjeed,Panda,Office,5499.7788,8087.91
10/2/2005,Abha,Ghalia,Panda,Toys,96.9884,142.63
6/26/2004,Riyadh,Yahia,Lulu,Toys,3712.2151,6291.89
8/30/2004,Abha,Ghalia,Lulu,Toys,3366.8195,6121.49
3/6/2006,Abha,Abdul,Panda,Food,1880.9748,4374.36
5/4/2005,Jeddah,Ghalia,Othaim,Food,424.6825,772.15
4/20/2006,Riyadh,Yahia,Panda,Food,5717.9142,9691.38
9/16/2004,Hail,Abdul,Panda,Home,2182.1965,2333.9
8/13/2004,Dammam,Abdul,Lulu,Office,2791.8868,7545.64
10/7/2004,Jubail,Yahia,Othaim,Home,1155.0808,3121.84
1/7/2005,Jeddah,Abdul,Carrefour,Office,2851.1775,6335.95
3/20/2005,Dammam,Yahia,Carrefour,Food,877.4865,1595.43
2/12/2005,Jeddah,Maliha,Othaim,Food,6955.60525,7439.15
9/18/2005,Dammam,Ghalia,Lulu,Home,3598.8478,6204.91
1/14/2005,Dammam,Yahia,Lulu,Office,7063.188,8026.35
1/15/2005,Dammam,Mjeed,Othaim,Food,2585.06,4457
8/23/2004,Hail,Abdul,Carrefour,Office,3081.9657,3296.22
